scaffold00002	OTU_0057	52.85	246	78	8	328398	327661	19	226	2e-68	  234
scaffold00008	OTU_0156	48.10	210	94	5	144447	145058	10	210	5e-58	  202
scaffold00017	OTU_0003	92.13	178	0	3	454359	454892	1	164	6e-101	  324
scaffold00035	OTU_0053	29.82	171	108	5	25583	26086	29	190	3e-16	79.7
scaffold00074	OTU_0156	66.99	206	56	5	105784	106401	17	210	7e-80	  265
scaffold00076	OTU_0214	30.21	192	113	6	258171	257608	1	175	2e-12	66.6
scaffold00127	OTU_0212	32.33	232	132	7	161602	160907	6	212	3e-18	85.1
scaffold00130	OTU_0204	73.06	219	38	6	19480	20136	15	212	9e-95	  307
scaffold00178	OTU_0156	71.71	205	46	5	47611	46997	18	210	9e-88	  287
scaffold00183	OTU_0212	32.66	199	113	7	155038	155610	7	192	4e-17	81.3
scaffold00216	OTU_0214	25.89	197	127	6	129956	129375	1	181	2e-13	69.7
scaffold00229	OTU_0214	25.63	199	125	7	16100	16681	1	181	6e-13	67.8
scaffold00292	OTU_0214	29.17	192	115	6	120114	119551	1	175	1e-11	63.5
scaffold00363	OTU_0214	27.09	203	126	5	106201	106785	1	189	1e-14	73.2
scaffold00422	OTU_0214	23.30	176	129	4	32348	31830	1	173	2e-11	62.4
scaffold00555	OTU_0212	31.63	196	123	5	95096	94515	6	192	6e-17	79.7
scaffold00691	OTU_0214	30.73	192	112	6	10037	10600	1	175	1e-13	69.3
scaffold00721	OTU_0214	31.67	180	103	9	34252	33725	11	174	3e-13	67.8
scaffold00726	OTU_0189	31.33	150	85	5	2128	2577	17	148	5e-14	69.7
scaffold00817	OTU_0156	56.00	200	77	4	32812	32213	22	210	5e-67	  226
scaffold00880	OTU_0212	34.08	179	110	3	45387	44851	7	177	8e-19	85.1
scaffold00893	OTU_0163	42.03	138	70	4	46796	47203	5	134	4e-22	93.6
scaffold01022	OTU_0195	93.25	163	0	4	14935	15423	1	152	4e-86	  278
scaffold01068	OTU_0212	32.67	202	116	6	16809	17399	6	192	6e-19	85.1
scaffold01180	OTU_0067	77.84	176	27	4	18556	18029	1	164	3e-84	  273
scaffold01303	OTU_0156	67.61	213	55	6	32495	33127	10	210	8e-85	  276
scaffold01368	OTU_0156	57.82	211	72	6	5386	4775	10	210	3e-68	  229
scaffold01376	OTU_0212	32.39	142	86	5	41083	41502	4	137	1e-13	68.2
scaffold01519	OTU_0156	32.08	106	62	1	24319	24032	55	160	8e-11	59.3
scaffold01563	OTU_0159	35.11	131	60	6	5355	5741	34	141	6e-11	59.3
scaffold01686	OTU_0031	85.88	262	0	7	12581	11796	15	239	5e-138	  431
scaffold01761	OTU_0214	29.90	194	111	7	35597	35034	1	175	8e-14	68.6
scaffold01980	OTU_0152	33.81	139	76	5	6760	7176	36	158	3e-13	66.2
scaffold02263	OTU_0009	88.57	245	5	7	26492	27226	1	222	1e-120	  379
scaffold02812	OTU_0206	55.91	254	81	7	23761	23006	14	238	4e-77	  254
scaffold03066	OTU_0212	30.61	196	123	5	14638	14063	6	192	3e-17	79.0
scaffold03135	OTU_0064	50.00	214	86	6	9005	9640	13	207	8e-57	  194
scaffold03872	OTU_0097	51.38	253	82	8	15001	14261	16	233	8e-68	  227
scaffold03918	OTU_0156	62.12	198	63	5	10413	9820	25	210	4e-75	  247
scaffold04132	OTU_0156	68.60	207	53	5	1672	1052	16	210	1e-85	  277
scaffold04467	OTU_0214	32.57	175	95	8	1590	1078	23	178	1e-12	63.5
scaffold05104	OTU_0156	58.25	206	74	5	5412	4795	17	210	5e-67	  223
scaffold05104	OTU_0156	35.03	157	83	5	1685	2146	27	167	2e-17	78.6
scaffold05242	OTU_0025	31.68	202	120	7	12005	11406	7	192	4e-13	64.7
scaffold05352	OTU_0054	29.46	224	116	12	12777	12142	25	218	2e-12	63.2
scaffold05519	OTU_0075	84.15	246	0	8	6854	6117	12	218	2e-120	  377
scaffold07727	OTU_0214	28.16	174	104	6	8844	8335	19	175	7e-11	57.4
scaffold08136	OTU_0156	33.33	156	94	4	1517	1053	28	174	8e-19	82.4
scaffold09043	OTU_0025	35.88	170	94	6	3020	3529	7	161	2e-18	80.9
scaffold09202	OTU_0214	28.71	209	127	8	1551	934	1	190	1e-16	75.5
scaffold11799	OTU_0214	29.69	192	110	7	4885	4328	1	173	1e-12	62.4
scaffold12448	OTU_0152	45.60	125	53	5	2469	2125	11	130	1e-23	95.5
scaffold14328	OTU_0214	29.17	216	123	9	4776	5408	1	191	5e-13	63.5
scaffold14889	OTU_0156	29.81	161	102	4	3054	3536	27	176	2e-15	71.2
scaffold15325	OTU_0214	26.11	157	99	2	2922	3392	1	140	4e-11	57.4
scaffold16328	OTU_0163	37.50	136	77	3	4376	4777	5	134	1e-20	85.5
scaffold16639	OTU_0214	28.92	204	128	5	3286	2681	1	189	8e-16	72.0
scaffold17869	OTU_0158	91.62	191	0	4	2418	2990	11	185	1e-109	  342
scaffold18077	OTU_0145	90.85	164	0	4	436	927	19	167	7e-90	  285
scaffold19098	OTU_0003	69.66	178	40	3	2386	1853	1	164	2e-77	  249
scaffold19414	OTU_0045	29.86	144	82	5	1623	2054	71	195	2e-11	58.2
scaffold20136	OTU_0214	56.16	203	77	3	1996	1388	1	191	3e-74	  241
scaffold20376	OTU_0070	33.83	133	78	3	1094	696	4	126	3e-11	57.0
scaffold23058	OTU_0163	90.91	154	0	3	638	1099	1	140	3e-84	  267
scaffold23893	OTU_0214	29.03	186	112	6	3780	4328	20	188	2e-15	70.5
scaffold25571	OTU_0070	33.10	145	66	6	229	630	6	130	9e-11	55.1
scaffold27103	OTU_0214	22.77	202	144	4	1309	1908	1	192	5e-13	62.8
scaffold27759	OTU_0156	61.97	213	67	6	4023	3391	10	210	5e-79	  254
scaffold28477	OTU_0025	32.24	152	94	4	2176	2631	7	149	2e-15	70.1
scaffold29937	OTU_0214	49.45	182	82	2	2707	3252	20	191	1e-50	  172
scaffold33425	OTU_0214	27.36	201	125	8	2394	2957	1	193	8e-12	58.5
scaffold35175	OTU_0214	25.95	185	123	5	598	71	9	188	7e-11	55.8
scaffold38204	OTU_0204	71.93	228	38	7	2009	2677	6	212	3e-92	  289
scaffold40446	OTU_0204	91.03	234	0	6	2251	1550	1	213	2e-136	  406
scaffold42368	OTU_0032	28.76	153	91	4	591	148	22	161	8e-15	67.8
scaffold45180	OTU_0206	54.76	252	83	7	395	1144	16	238	9e-75	  240
scaffold48550	OTU_0214	29.61	179	106	6	1951	2478	20	181	6e-15	67.8
scaffold49641	OTU_0214	26.74	172	110	4	999	511	20	184	2e-14	66.2
scaffold49994	OTU_0001	93.55	62	0	1	186	1	24	81	2e-30	  113
scaffold51619	OTU_0214	50.00	200	90	2	1016	1615	1	190	1e-58	  192
scaffold51882	OTU_0046	41.92	229	94	8	2	682	48	239	2e-49	  169
scaffold56218	OTU_0085	28.30	159	89	5	1296	859	17	163	9e-11	55.5
scaffold57736	OTU_0214	27.46	193	117	7	972	409	1	175	6e-11	55.1
scaffold59795	OTU_0156	51.43	210	87	5	1189	1800	10	210	6e-67	  216
scaffold60512	OTU_0054	35.00	120	66	5	1760	2110	69	179	6e-11	55.8
scaffold63715	OTU_0214	26.32	209	130	8	1587	973	1	189	6e-14	64.3
scaffold65524	OTU_0075	91.30	23	0	1	1701	1769	172	192	9e-13	42.7
scaffold65524	OTU_0075	75.00	28	6	1	1816	1899	192	218	9e-13	41.2
scaffold75144	OTU_0214	29.63	216	122	9	1235	603	1	191	2e-13	62.8
scaffold75634	OTU_0212	30.51	177	80	5	487	1011	2	137	4e-14	64.7
scaffold87569	OTU_0178	76.81	207	33	4	1093	1713	5	196	2e-91	  277
scaffold89831	OTU_0214	56.44	202	77	2	912	307	1	191	2e-76	  237
scaffold90190	OTU_0214	32.33	133	81	3	1235	1630	9	133	3e-12	58.9
scaffold94600	OTU_0156	50.00	198	90	4	1160	567	22	210	8e-63	  201
scaffold96030	OTU_0214	27.94	204	128	5	650	1252	1	188	6e-16	69.7
scaffold97737	OTU_0057	45.25	221	99	8	681	28	17	218	2e-56	  185
scaffold100153	OTU_0214	30.30	198	117	8	817	242	1	183	4e-18	76.3
scaffold101687	OTU_0156	60.11	183	64	4	1529	987	35	210	7e-67	  211
scaffold101786	OTU_0005	100.00	38	0	0	114	1	1	38	3e-13	61.2
scaffold105887	OTU_0212	28.31	166	85	5	485	973	25	159	3e-12	58.5
scaffold122774	OTU_0001	33.02	106	57	3	497	799	73	169	1e-11	56.2
scaffold126660	OTU_0212	34.59	159	96	4	810	1286	6	156	6e-17	72.8
scaffold131244	OTU_0163	33.33	96	59	2	300	13	4	94	9e-14	62.0
scaffold132860	OTU_0163	32.85	137	83	4	511	110	5	135	4e-18	74.7
scaffold133948	OTU_0024	42.02	119	37	5	1199	843	127	213	3e-19	79.3
scaffold137637	OTU_0149	35.77	123	65	4	684	331	48	161	8e-12	56.2
scaffold138785	OTU_0214	25.17	151	105	3	256	705	4	147	8e-11	53.5
scaffold141023	OTU_0005	35.14	111	66	3	539	862	46	153	2e-12	58.2
scaffold143334	OTU_0005	95.93	123	0	2	1180	812	47	164	2e-77	  234
scaffold153170	OTU_0115	85.44	261	0	7	2	784	2	224	1e-151	  424
scaffold155621	OTU_0159	30.23	129	78	5	142	522	17	135	6e-11	53.1
scaffold165585	OTU_0152	56.88	160	56	4	530	1006	12	159	7e-58	  181
scaffold168358	OTU_0018	51.52	66	12	3	2	199	114	159	2e-12	57.8
scaffold169828	OTU_0009	23.76	181	113	6	418	945	46	206	4e-11	54.7
scaffold169923	OTU_0212	45.83	72	34	2	820	1035	6	72	5e-12	57.4
scaffold178591	OTU_0199	33.13	163	93	5	286	759	9	160	2e-19	77.8
scaffold195477	OTU_0212	28.74	167	98	5	680	198	6	157	8e-16	67.8
scaffold199891	OTU_0212	29.84	191	117	5	582	10	8	181	2e-15	67.0
scaffold201278	OTU_0188	73.39	109	24	2	329	3	3	106	9e-50	  159
scaffold205485	OTU_0156	56.72	201	72	7	723	127	23	210	7e-61	  189
scaffold206416	OTU_0156	57.35	204	70	6	302	892	10	203	6e-61	  189
scaffold209239	OTU_0214	27.84	176	102	7	588	79	19	175	2e-11	55.1
scaffold214158	OTU_0019	67.53	77	21	1	634	864	14	86	1e-26	97.4
scaffold225003	OTU_0115	48.33	180	61	6	835	296	76	223	1e-48	  157
scaffold240911	OTU_0208	35.14	111	64	4	458	790	4	106	8e-15	63.2
scaffold259246	OTU_0001	66.36	110	32	2	327	656	30	134	2e-45	  147
scaffold259345	OTU_0212	28.99	207	115	7	1	612	28	205	5e-13	59.3
scaffold260125	OTU_0147	42.46	179	59	7	748	212	83	217	5e-32	  112
scaffold264067	OTU_0231	35.46	141	79	4	93	515	16	144	8e-22	84.3
scaffold268515	OTU_0018	54.20	131	36	4	719	327	57	163	7e-42	  137
scaffold334534	OTU_0214	32.29	192	105	8	20	577	1	173	8e-17	68.6
scaffold335082	OTU_0062	56.20	121	46	3	243	599	1	116	2e-40	  132
scaffold336445	OTU_0212	31.62	117	72	4	44	388	47	157	2e-11	53.9
scaffold347795	OTU_0201	36.36	77	45	1	236	6	3	75	8e-11	50.8
scaffold348512	OTU_0008	52.44	82	19	2	2	247	177	238	2e-21	82.4
scaffold390659	OTU_0204	68.81	109	18	4	3	329	121	213	2e-41	  135
scaffold390702	OTU_0156	31.47	143	60	2	19	447	62	166	7e-18	71.6
scaffold393019	OTU_0146	37.84	111	40	5	539	243	60	153	3e-12	54.7
scaffold397621	OTU_0226	34.88	86	50	1	285	542	68	147	2e-11	52.8
scaffold397977	OTU_0006	89.44	142	1	3	117	542	1	128	4e-86	  247
scaffold411979	OTU_0163	34.85	132	78	4	523	134	12	137	3e-19	74.3
scaffold412594	OTU_0214	27.03	148	92	4	73	513	1	133	1e-11	53.5
scaffold424148	OTU_0214	30.40	125	66	3	86	439	26	136	3e-14	60.5
scaffold443836	OTU_0178	28.57	168	95	6	487	20	58	212	6e-11	51.6
scaffold450787	OTU_0162	58.94	151	29	5	492	40	133	250	1e-52	  164
scaffold489375	OTU_0033	62.79	129	41	3	79	465	1	122	2e-52	  160
scaffold496326	OTU_0057	33.80	142	78	4	2	424	49	175	9e-14	59.3
scaffold502737	OTU_0171	70.83	72	15	2	218	3	7	72	8e-29	99.8
scaffold545944	OTU_0214	33.05	118	65	3	429	76	30	133	6e-14	58.9
scaffold549902	OTU_0227	37.84	74	42	1	187	408	21	90	1e-14	60.5
scaffold566875	OTU_0214	40.00	75	44	1	379	158	1	75	1e-11	52.4
scaffold569709	OTU_0225	66.19	139	33	4	416	3	21	146	9e-56	  169
scaffold583207	OTU_0071	68.48	92	23	2	335	60	124	209	1e-27	97.4
