scaffold00002	OTU_0344	27.05	329	159	11	547608	548441	3	301	2e-12	70.1
scaffold00007	OTU_0217	32.88	222	103	5	231577	232128	87	300	1e-21	98.2
scaffold00020	OTU_0182	35.71	308	154	9	102793	101999	2	308	3e-35	  138
scaffold00024	OTU_0157	37.43	179	68	6	140905	140495	126	302	4e-17	82.8
scaffold00029	OTU_0155	33.69	282	140	11	64406	63666	31	300	2e-24	  105
scaffold00033	OTU_0256	33.33	267	127	8	164173	163490	28	282	1e-21	97.4
scaffold00051	OTU_0196	27.70	296	175	11	38606	39397	13	301	4e-20	92.0
scaffold00094	OTU_0295	35.29	272	132	11	24935	25648	41	302	3e-23	  102
scaffold00110	OTU_0031	35.06	271	127	12	30840	31541	42	300	1e-25	  109
scaffold00115	OTU_0155	26.06	307	177	12	71067	71879	9	301	1e-11	65.1
scaffold00199	OTU_0320	33.21	274	141	7	36221	35499	50	314	6e-26	  109
scaffold00204	OTU_0155	31.71	246	120	7	59752	59108	74	302	3e-23	  101
scaffold00212	OTU_0016	34.81	181	83	4	46699	46262	80	260	3e-21	94.7
scaffold00215	OTU_0127	33.52	182	87	5	9826	9371	3	180	7e-17	79.7
scaffold00249	OTU_0105	34.55	191	80	6	57100	56642	57	240	2e-18	85.5
scaffold00259	OTU_0046	71.52	309	88	0	291	1217	1	309	3e-141	  444
scaffold00261	OTU_0229	34.76	210	103	8	14412	14951	5	210	7e-16	77.0
scaffold00268	OTU_0208	29.85	325	162	10	56410	57258	2	302	7e-26	  109
scaffold00283	OTU_0317	30.59	340	184	18	15906	14935	2	305	2e-20	92.0
scaffold00324	OTU_0072	30.54	298	157	9	50992	51783	22	303	2e-23	  101
scaffold00354	OTU_0098	35.92	103	63	3	38718	38419	11	113	2e-13	60.1
scaffold00354	OTU_0098	47.37	38	20	0	38338	38225	140	177	2e-13	32.3
scaffold00375	OTU_0267	29.68	310	156	11	8511	7699	9	295	2e-23	  101
scaffold00389	OTU_0104	25.12	203	115	6	13395	12886	37	235	1e-11	63.5
scaffold00472	OTU_0261	28.57	287	155	12	46911	46129	47	309	1e-15	76.6
scaffold00478	OTU_0088	30.23	301	151	10	42488	43267	19	301	7e-21	93.2
scaffold00513	OTU_0140	32.86	210	94	6	6507	6001	94	297	3e-16	78.6
scaffold00608	OTU_0105	28.97	252	124	9	33971	33336	1	237	9e-15	72.8
scaffold00625	OTU_0162	33.78	299	140	9	22806	22069	18	311	6e-17	80.5
scaffold00720	OTU_0262	35.00	180	79	2	25798	26223	20	199	1e-16	78.2
scaffold00727	OTU_0245	28.38	303	146	11	34512	33748	18	297	3e-15	74.7
scaffold00737	OTU_0006	26.44	295	175	13	33372	34160	19	303	1e-12	67.0
scaffold00801	OTU_0226	28.76	299	166	9	2617	1814	16	298	3e-21	93.6
scaffold00833	OTU_0121	33.47	245	115	10	1328	708	69	303	6e-20	89.7
scaffold00867	OTU_0320	29.61	304	164	7	13815	14612	11	302	2e-24	  103
scaffold00867	OTU_0320	32.20	177	97	4	13138	13599	126	302	1e-14	73.2
scaffold00907	OTU_0043	33.54	325	158	10	12093	11263	1	315	5e-38	  144
scaffold01217	OTU_0226	29.82	218	109	5	24736	24203	86	299	1e-15	75.9
scaffold01258	OTU_0041	25.86	321	175	12	23706	24545	2	300	3e-13	68.6
