scaffold00098	OTU_0054	27.43	175	126	1	2438	1914	154	327	7e-11	62.4
scaffold00265	OTU_0058	27.95	347	240	5	125155	124121	13	351	4e-14	72.0
scaffold00299	OTU_0054	26.79	336	200	9	6922	5981	24	335	5e-12	65.1
scaffold00420	OTU_0054	24.62	333	247	4	132033	131041	7	337	6e-16	77.0
scaffold00713	OTU_0037	54.86	350	154	3	55454	56503	2	347	1e-103	  336
scaffold00998	OTU_0009	27.04	318	226	4	59272	60210	20	336	2e-14	71.6
scaffold01241	OTU_0054	37.93	348	212	3	12098	13138	1	345	2e-49	  178
scaffold01338	OTU_0054	25.08	319	221	3	7193	8125	25	333	1e-12	65.9
scaffold01539	OTU_0054	25.71	319	224	4	10084	11034	23	330	3e-12	64.7
scaffold01597	OTU_0054	46.67	345	181	2	38471	39505	5	346	1e-79	  266
scaffold01713	OTU_0054	25.86	321	221	4	18389	17439	23	330	7e-14	69.3
scaffold01809	OTU_0033	99.13	346	0	2	16943	15906	1	343	0.0	  610
scaffold01867	OTU_0054	31.60	212	131	6	52560	51931	132	331	2e-13	68.2
scaffold02099	OTU_0054	39.88	346	206	2	25218	24184	1	345	3e-66	  226
scaffold02133	OTU_0054	25.73	342	243	6	25908	26915	1	337	3e-22	95.1
scaffold02390	OTU_0054	26.09	207	144	4	29518	28910	129	330	3e-12	64.3
scaffold02446	OTU_0009	26.17	321	225	3	6061	6999	20	336	2e-14	70.5
scaffold02888	OTU_0054	34.32	370	199	8	18964	17906	4	346	8e-37	  140
scaffold03354	OTU_0054	39.28	359	190	6	34704	33667	1	344	1e-61	  213
scaffold03823	OTU_0054	27.13	258	185	3	30111	30881	75	330	5e-11	60.1
scaffold04402	OTU_0037	28.36	268	178	2	3571	2798	50	313	7e-16	74.7
scaffold04774	OTU_0010	65.17	201	69	1	5049	4447	1	200	1e-72	  239
scaffold05392	OTU_0009	27.19	342	236	7	22929	21925	1	336	4e-19	84.3
scaffold05804	OTU_0054	25.90	278	194	6	11727	12545	39	309	2e-11	60.8
scaffold06040	OTU_0054	28.75	240	164	4	22295	22999	7	244	8e-13	65.1
scaffold06451	OTU_0054	41.08	353	192	3	21904	22962	9	345	3e-78	  261
scaffold06452	OTU_0054	40.11	349	204	3	23607	24653	2	345	3e-60	  208
scaffold06481	OTU_0054	43.48	138	78	0	25018	24605	208	345	3e-32	  125
scaffold06877	OTU_0054	26.07	303	207	5	3062	3946	39	332	4e-12	62.8
scaffold07579	OTU_0054	26.30	327	229	7	19900	18944	7	329	1e-18	82.4
scaffold08597	OTU_0037	36.57	350	215	3	6132	5095	1	347	3e-50	  178
scaffold10713	OTU_0037	27.25	356	232	9	4148	3114	1	340	1e-15	72.8
scaffold13146	OTU_0054	27.00	300	211	6	13828	14715	7	302	8e-13	64.3
scaffold14139	OTU_0054	26.21	351	233	8	10416	11429	1	338	2e-19	84.3
scaffold15609	OTU_0054	26.47	272	192	4	1151	348	51	318	1e-12	63.5
scaffold16477	OTU_0010	98.51	201	2	1	9245	8643	1	200	1e-101	  321
scaffold16485	OTU_0054	44.32	352	184	4	6292	7347	5	344	4e-79	  262
scaffold18104	OTU_0037	51.14	352	164	2	3383	4438	4	347	1e-92	  301
scaffold18200	OTU_0036	29.69	293	190	7	2066	2914	3	289	5e-12	61.2
scaffold18303	OTU_0054	35.45	347	220	3	10107	11144	1	344	6e-44	  159
scaffold20508	OTU_0054	26.19	336	232	3	7356	6376	2	330	3e-14	68.2
scaffold22315	OTU_0018	46.32	190	99	2	570	1	1	187	2e-27	  105
scaffold25429	OTU_0054	25.45	334	243	4	8321	7329	7	337	4e-17	76.6
scaffold25869	OTU_0054	26.01	323	232	3	7173	8135	3	320	7e-17	75.9
scaffold26131	OTU_0054	27.62	344	231	7	6760	5753	4	337	3e-18	80.1
scaffold26173	OTU_0054	24.86	362	238	7	4564	3512	1	339	4e-12	61.2
scaffold29010	OTU_0037	62.45	277	99	3	1	831	76	347	2e-96	  311
scaffold29590	OTU_0054	25.00	320	223	5	5988	6923	20	330	7e-13	63.5
scaffold30219	OTU_0054	25.29	261	175	6	860	1612	67	317	7e-14	66.6
scaffold30285	OTU_0004	72.63	95	26	0	7251	7535	2	96	2e-33	  122
scaffold30653	OTU_0011	38.64	352	211	2	3788	2733	1	347	1e-68	  230
scaffold32316	OTU_0054	24.93	345	240	5	2043	1021	1	330	4e-14	67.4
scaffold37097	OTU_0009	28.98	314	208	5	5062	4139	20	324	1e-13	65.5
scaffold37465	OTU_0054	27.61	355	209	16	4089	5108	7	328	4e-11	57.8
scaffold38601	OTU_0009	24.29	317	236	2	54	992	20	336	2e-12	61.6
scaffold38954	OTU_0036	27.87	244	159	7	2409	1708	5	241	9e-12	59.7
scaffold46775	OTU_0009	27.38	325	216	3	4235	5173	20	336	1e-22	93.2
scaffold49811	OTU_0054	23.58	318	232	3	3846	4796	23	330	1e-12	62.0
scaffold49940	OTU_0054	25.50	302	204	8	2209	3081	17	308	3e-12	60.8
scaffold49944	OTU_0054	27.27	198	144	0	619	1212	138	335	5e-11	57.0
scaffold57190	OTU_0054	24.45	274	194	4	1899	2708	32	296	7e-11	56.2
scaffold62803	OTU_0054	24.78	343	219	8	1691	714	23	343	4e-14	66.6
scaffold65689	OTU_0054	34.13	334	208	3	2613	1612	24	345	7e-58	  197
scaffold71986	OTU_0046	78.00	150	32	1	3437	3886	1	149	4e-57	  190
scaffold72570	OTU_0054	38.22	225	124	2	29	703	135	344	2e-45	  161
scaffold76317	OTU_0054	26.92	286	195	6	1287	445	42	318	1e-12	61.6
scaffold84758	OTU_0054	26.61	327	219	7	2452	3402	18	333	8e-11	55.8
scaffold85974	OTU_0054	22.75	334	222	8	2230	3180	21	335	6e-11	56.2
scaffold87147	OTU_0059	100.00	70	0	0	3178	3387	1	70	1e-41	  144
scaffold87603	OTU_0056	78.61	346	71	2	1411	374	1	343	0.0	  529
scaffold91315	OTU_0036	27.16	243	162	6	2116	2817	4	240	3e-11	57.0
scaffold94884	OTU_0054	23.51	285	214	3	447	1298	51	332	4e-12	59.7
scaffold95228	OTU_0054	25.78	256	185	3	1940	1179	75	327	4e-11	56.2
scaffold96441	OTU_0054	21.93	301	213	6	869	9	6	298	5e-11	56.2
scaffold102702	OTU_0054	24.62	199	140	2	2895	2314	125	318	3e-16	72.0
scaffold113634	OTU_0054	21.95	328	219	7	2195	1260	40	346	6e-11	55.8
scaffold113756	OTU_0009	27.94	315	210	5	1169	2095	21	324	2e-19	81.6
scaffold116997	OTU_0054	41.48	352	195	3	839	1894	5	345	2e-73	  239
scaffold119624	OTU_0024	34.29	140	91	1	1886	2305	9	147	1e-15	67.8
scaffold120081	OTU_0033	23.57	297	197	5	588	1424	47	331	4e-14	65.5
scaffold124475	OTU_0054	27.35	234	152	6	800	1477	81	304	4e-11	56.2
scaffold124897	OTU_0009	26.02	342	240	5	1596	2600	1	336	1e-18	79.7
scaffold126538	OTU_0054	24.72	360	224	10	1028	2053	2	332	2e-13	63.5
scaffold127284	OTU_0054	42.72	103	59	0	2592	2284	242	344	1e-18	79.3
scaffold130866	OTU_0010	30.15	199	130	3	1958	2539	2	196	2e-15	67.4
scaffold130878	OTU_0054	35.38	325	208	2	1588	2562	1	323	2e-36	  133
scaffold134634	OTU_0054	54.21	107	49	0	1	321	238	344	7e-30	  114
scaffold137880	OTU_0054	23.58	318	220	6	39	968	36	338	1e-11	57.8
scaffold148734	OTU_0054	23.76	181	137	1	1488	949	138	318	1e-11	57.4
scaffold149526	OTU_0054	25.91	301	215	3	1485	583	42	334	4e-14	65.5
scaffold155851	OTU_0054	23.49	298	221	2	1453	578	22	318	2e-12	60.1
