"Site" "As_ppm" "Temp" "Classification" "organism" "Abundance" "Fraction.Abundance" "GE" "rplB" "Normalized.Abundance.census" "Normalized.Abundance.rplB" "Gene" "Type"
"Cen01" 2.63 14.1 "Recovered" "Actinobacteria bacterium RBG_16_70_17" 1.719 0.0076 3469.8686759 1144.758 0.000495407797977868 0.00150162741819668 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Sphaerobacter thermophilus DSM 20745" 2.734 0.0121 3469.8686759 1144.758 0.000787926073107325 0.00238827769712026 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Acidobacteriales bacterium 59-55" 5.28 0.0234 3469.8686759 1144.758 0.00152167142136309 0.00461232854454828 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Bacteroidetes bacterium 46-16" 3.363 0.0149 3469.8686759 1144.758 0.000969200945084102 0.00293773880593104 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Mycobacterium kansasii" 3.713 0.0164 3469.8686759 1144.758 0.0010700693158184 0.00324348028142192 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Streptomyces cattleya NRRL 8057 = DSM 46488" 1.554 0.0069 3469.8686759 1144.758 0.000447855566060272 0.00135749215117955 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Geobacter sp. M21" 2.795 0.0124 3469.8686759 1144.758 0.000805505989149588 0.00244156406856296 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Rhodospirillales bacterium 69-11" 8.261 0.0366 3469.8686759 1144.758 0.00238078174467433 0.00721637236865783 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Nitrospirae bacterium 13_1_40CM_4_62_6" 3.945 0.0175 3469.8686759 1144.758 0.00113693063584799 0.00344614320231874 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Micromonospora carbonacea" 1.673 0.0074 3469.8686759 1144.758 0.000482150812109932 0.00146144425284645 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Micromonospora carbonacea" 1.845 0.0082 3469.8686759 1144.758 0.000531720411442215 0.0016116943493734 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Candidatus Koribacter versatilis Ellin345" 36.863 0.1633 3469.8686759 1144.758 0.0106237450010809 0.0322015657457733 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Leptolyngbya valderiana BDU 20041" 5.981 0.0265 3469.8686759 1144.758 0.00172369635817663 0.00522468504260289 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Thermoanaerobaculum aquaticum" 3.091 0.0137 3469.8686759 1144.758 0.000890811811256306 0.00270013400212097 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Verrucomicrobia bacterium SCN 57-15" 6.714 0.0297 3469.8686759 1144.758 0.00193494354602874 0.0058649950469881 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" 5.868 0.026 3469.8686759 1144.758 0.0016911302841967 0.00512597422337297 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Sclerotinia sclerotiorum 1980 UF-70" 3.622 0.016 3469.8686759 1144.758 0.00104384353942748 0.00316398749779429 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Anaeromyxobacter sp. PSR-1" 5.415 0.024 3469.8686759 1144.758 0.00156057779293203 0.00473025739938048 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Planctomycetes bacterium GWF2_50_10" 33.041 0.1464 3469.8686759 1144.758 0.00952226239266244 0.0288628688334128 "acr3" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Bacillus sp. LK2" 1.817 0.008 3469.8686759 1144.758 0.000523650941783471 0.00158723503133413 "acr3" "AsRG"
